timestamp,test-class,test-method,time,description,result
"2022-04-22 20:45:30.419","inventor.patronage.InventorPatronageListCSVTest","positiveTest",8008,""[1] recordIndex=0, status=ACCEPTED, code=KIL-788-A, legalStuff=Absolutely legal, budget=EUR 450.00, startingDate=2022/03/14 13:00, finishingDate=null, link=https://www.starjam.com"","Expected value '' in attribute 5 of record 0, but found '2022/03/24 13:00'"
