timestamp,test-class,test-method,time,description,result
"2022-04-22 20:42:34.117","inventor.patronage.InventorPatronageListCSVTest","positiveTest",12907,""[1] recordIndex=0, status=ACCEPTED, code=KIL-788-A, legalStuff=Absolutely legal, budget=EUR 450.00, startingDate=2022/03/14 13:00, finishingDate=null, link=https://www.starjam.com"","OK"
