timestamp,test-class,test-method,time,description,result
"2022-04-22 18:06:02.834","inventor.patronage.InventorPatronageListCSVTest","positiveTest",11167,""[1] recordIndex=0, status=ACCEPTED, code=KIL-788-A, legalStuff=Absolutely legal, budget=EUR 450.0, startingDate=2022/03/14 13:00, finishingDate=2022/03/24 13:00, link=https://www.starjam.com"","Cannot find 'By.name: legal-Stuff'"
