timestamp,test-class,test-method,time,description,result
"2022-04-22 16:38:00.078","authenticated.currency.AuthenticatedCurrencyListTest","authenticatedListCurrency",8828,""[1] testIndex=0, name=EUR, byDefault=true"","Cannot find 'By.name: Name'"
