timestamp,test-class,test-method,time,description,result
"2022-04-22 20:11:01.842","patron.patronage.PatronPatronageListCSVTest","positiveTest",10694,""[1] recordIndex=0, status=ACCEPTED, code=KIL-788-A, legalStuff=Absolutely legal, budget=EUR 450.00, startingDate=2022/03/14 13:00, finishingDate=2022/03/24 13:00, link=https://www.starjam.com, company=Acme-One, statement=1, linkPatron=http://www.twitter.com"","Cannot find 'By.name: patron.company'"
