timestamp,test-class,test-method,time,description,result
"2022-04-22 16:38:36.723","authenticated.currency.AuthenticatedCurrencyListTest","authenticatedListCurrency",6921,""[1] testIndex=0, name=EUR, byDefault=true"","Cannot find 'By.name: By default'"
