timestamp,test-class,test-method,time,description,result
"2022-04-22 16:39:10.839","authenticated.currency.AuthenticatedCurrencyListTest","authenticatedListCurrency",4940,""[1] testIndex=0, name=EUR, byDefault=true"","OK"
"2022-04-22 16:39:15.405","authenticated.currency.AuthenticatedCurrencyListTest","authenticatedListCurrency",4301,""[2] testIndex=1, name=GBP, byDefault=false"","OK"
"2022-04-22 16:39:19.979","authenticated.currency.AuthenticatedCurrencyListTest","authenticatedListCurrency",4338,""[3] testIndex=2, name=USD, byDefault=false"","OK"
