timestamp,test-class,test-method,time,description,result
"2022-04-21 18:34:43.426","any.item.AnyComponentListTest","administratorListComponents",13575,""[1] testIndex=0, name=Televition Xiaomi, type=COMPONENT"","OK"
"2022-04-21 18:34:46.403","any.item.AnyComponentListTest","anonymousListComponents",2310,""[1] testIndex=0, name=Televition Xiaomi, type=COMPONENT"","OK"
