timestamp,simple-path,time
"2022-04-21 18:17:44.134","/master/welcome",5166
"2022-04-21 18:17:44.642","/master/welcome",447
"2022-04-21 18:17:47.577","/master/sign-in",2190
"2022-04-21 18:17:48.851","/master/welcome",580
"2022-04-21 18:17:51.523","/master/welcome",399
"2022-04-21 18:17:51.945","/master/welcome",394
"2022-04-21 18:17:52.656","/master/sign-in",560
"2022-04-21 18:17:53.908","/master/welcome",556
"2022-04-21 18:17:56.552","/master/welcome",374
"2022-04-21 18:17:59.155","/master/welcome",371
