timestamp,simple-path,time
"2022-04-22 12:01:15.685","/master/welcome",4926
"2022-04-22 12:01:16.246","/master/welcome",499
"2022-04-22 12:01:19.214","/master/sign-in",2203
"2022-04-22 12:01:20.548","/master/welcome",582
"2022-04-22 12:01:23.344","/master/welcome",458
"2022-04-22 12:01:23.728","/master/welcome",349
"2022-04-22 12:01:24.438","/master/sign-in",556
"2022-04-22 12:01:25.744","/master/welcome",549
"2022-04-22 12:01:28.401","/master/welcome",382
"2022-04-22 12:01:31.015","/master/welcome",388
