timestamp,simple-path,time
"2022-04-22 17:17:37.503","/master/welcome",2504
"2022-04-22 17:17:38.773","/any/toolkit/list",1083
"2022-04-22 17:17:41.768","/any/toolkit/show",1092
"2022-04-22 17:17:42.384","/master/welcome",205
"2022-04-22 17:17:43.121","/any/toolkit/list",562
"2022-04-22 17:17:45.587","/any/toolkit/show",563
